index,name,price,img,link
31,کتاب محکم در آغوشم بگیر اثر دکتر سو جانسن نشر میلکان,81800,"<img src='https://dkstatics-public.digikala.com/digikala-products/43e9cf6a9afa2ba7a2601307c399ef3b6a2030b6_1658557478.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-1802987/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%85%D8%AD%DA%A9%D9%85-%D8%AF%D8%B1-%D8%A2%D8%BA%D9%88%D8%B4%D9%85-%D8%A8%DA%AF%DB%8C%D8%B1-%D8%A7%D8%AB%D8%B1-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%B3%D9%88-%D8%AC%D8%A7%D9%86%D8%B3%D9%86-%D9%86%D8%B4%D8%B1-%D9%85%DB%8C%D9%84%DA%A9%D8%A7%D9%86/
32,کتاب اثر مرکب اثر دارن هاردی نشر نسل نواندیش,98200,"<img src='https://dkstatics-public.digikala.com/digikala-products/67451021cff85c3ad1b7bc1969d6a7d30797ecf4_1658745898.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-1808376/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%A7%D8%AB%D8%B1-%D9%85%D8%B1%DA%A9%D8%A8-%D8%A7%D8%AB%D8%B1-%D8%AF%D8%A7%D8%B1%D9%86-%D9%87%D8%A7%D8%B1%D8%AF%DB%8C-%D9%86%D8%B4%D8%B1-%D9%86%D8%B3%D9%84-%D9%86%D9%88%D8%A7%D9%86%D8%AF%DB%8C%D8%B4/
33,کتاب باشگاه پنج صبحی ها اثر رابین شارما نشر آزرمیدخت,124990,"<img src='https://dkstatics-public.digikala.com/digikala-products/8dd4b0bbcd7c19607c178de232adaf951d85fad7_1607620702.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-3963589/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87-%D9%BE%D9%86%D8%AC-%D8%B5%D8%A8%D8%AD%DB%8C-%D9%87%D8%A7-%D8%A7%D8%AB%D8%B1-%D8%B1%D8%A7%D8%A8%DB%8C%D9%86-%D8%B4%D8%A7%D8%B1%D9%85%D8%A7-%D9%86%D8%B4%D8%B1-%D8%A2%D8%B2%D8%B1%D9%85%DB%8C%D8%AF%D8%AE%D8%AA/
34,کتاب تختخوابت را مرتب کن اثر ژنرال ویلیام اچ. مک ریون,32400,"<img src='https://dkstatics-public.digikala.com/digikala-products/4ed499f720e0ee24ab1dcdeec8fa2434db240830_1658322119.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-392946/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%AA%D8%AE%D8%AA%D8%AE%D9%88%D8%A7%D8%A8%D8%AA-%D8%B1%D8%A7-%D9%85%D8%B1%D8%AA%D8%A8-%DA%A9%D9%86-%D8%A7%D8%AB%D8%B1-%DA%98%D9%86%D8%B1%D8%A7%D9%84-%D9%88%DB%8C%D9%84%DB%8C%D8%A7%D9%85-%D8%A7%DA%86-%D9%85%DA%A9-%D8%B1%DB%8C%D9%88%D9%86/
35,کتاب معجزه شکرگزاری اثر راندا برن انتشارات نگاه آشنا,75000,"<img src='https://dkstatics-public.digikala.com/digikala-products/d30bd6c4dd5b12e0be343bf1df11a004e956cd70_1643791796.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-7743791/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%85%D8%B9%D8%AC%D8%B2%D9%87-%D8%B4%DA%A9%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D8%A7%D8%AB%D8%B1-%D8%B1%D8%A7%D9%86%D8%AF%D8%A7-%D8%A8%D8%B1%D9%86-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D9%86%DA%AF%D8%A7%D9%87-%D8%A2%D8%B4%D9%86%D8%A7/
36,کتاب زندگی خود را دوباره بیافرینید اثر جفری ای.یانگ,115000,"<img src='https://dkstatics-public.digikala.com/digikala-products/1907588.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-409000/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%D8%AE%D9%88%D8%AF-%D8%B1%D8%A7-%D8%AF%D9%88%D8%A8%D8%A7%D8%B1%D9%87-%D8%A8%DB%8C%D8%A7%D9%81%D8%B1%DB%8C%D9%86%DB%8C%D8%AF-%D8%A7%D8%AB%D8%B1-%D8%AC%D9%81%D8%B1%DB%8C-%D8%A7%DB%8C%DB%8C%D8%A7%D9%86%DA%AF/
37,کتاب عیبی ندارد اگر حالت خوش نیست اثر مگان دیواین نشر میلکان,80820,"<img src='https://dkstatics-public.digikala.com/digikala-products/545c7c0d8668b1ea98e379e470956f79a0884d0b_1658838035.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-2295613/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%B9%DB%8C%D8%A8%DB%8C-%D9%86%D8%AF%D8%A7%D8%B1%D8%AF-%D8%A7%DA%AF%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA-%D8%AE%D9%88%D8%B4-%D9%86%DB%8C%D8%B3%D8%AA-%D8%A7%D8%AB%D8%B1-%D9%85%DA%AF%D8%A7%D9%86-%D8%AF%DB%8C%D9%88%D8%A7%DB%8C%D9%86-%D9%86%D8%B4%D8%B1-%D9%85%DB%8C%D9%84%DA%A9%D8%A7%D9%86/
38,کتاب زندگی خود را دوباره بیافرینید اثر جفری یانگ و جنت کلوسکو نشر میلکان,120000,"<img src='https://dkstatics-public.digikala.com/digikala-products/fa1828d3f1c199ca28f033b09bbfe5021814d974_1658549930.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-7316258/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%D8%AE%D9%88%D8%AF-%D8%B1%D8%A7-%D8%AF%D9%88%D8%A8%D8%A7%D8%B1%D9%87-%D8%A8%DB%8C%D8%A7%D9%81%D8%B1%DB%8C%D9%86%DB%8C%D8%AF-%D8%A7%D8%AB%D8%B1-%D8%AC%D9%81%D8%B1%DB%8C-%DB%8C%D8%A7%D9%86%DA%AF-%D9%88-%D8%AC%D9%86%D8%AA-%DA%A9%D9%84%D9%88%D8%B3%DA%A9%D9%88-%D9%86%D8%B4%D8%B1-%D9%85%DB%8C%D9%84%DA%A9%D8%A7%D9%86/
39,کتاب چهار هزار هفته اثر الیور برکمن نشر میلکان,71300,"<img src='https://dkstatics-public.digikala.com/digikala-products/1c6f3f9509f70b240fd72ba505a1dc70de3b3522_1659422568.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-9113393/%DA%A9%D8%AA%D8%A7%D8%A8-%DA%86%D9%87%D8%A7%D8%B1-%D9%87%D8%B2%D8%A7%D8%B1-%D9%87%D9%81%D8%AA%D9%87-%D8%A7%D8%AB%D8%B1-%D8%A7%D9%84%DB%8C%D9%88%D8%B1-%D8%A8%D8%B1%DA%A9%D9%85%D9%86-%D9%86%D8%B4%D8%B1-%D9%85%DB%8C%D9%84%DA%A9%D8%A7%D9%86/
40,کتاب نیمه تاریک وجود اثر دبی فورد نشر آزرمیدخت,71500,"<img src='https://dkstatics-public.digikala.com/digikala-products/72c7d6cd88ddcae6c282401bbf7c46f076763179_1631041468.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-6367068/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%86%DB%8C%D9%85%D9%87-%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9-%D9%88%D8%AC%D9%88%D8%AF-%D8%A7%D8%AB%D8%B1-%D8%AF%D8%A8%DB%8C-%D9%81%D9%88%D8%B1%D8%AF-%D9%86%D8%B4%D8%B1-%D8%A2%D8%B2%D8%B1%D9%85%DB%8C%D8%AF%D8%AE%D8%AA/
41,کتاب ریحانه بهشتی یا فرزند صالح اثر سیما میخبر,68000,"<img src='https://dkstatics-public.digikala.com/digikala-products/555628.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-182436/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%B1%DB%8C%D8%AD%D8%A7%D9%86%D9%87-%D8%A8%D9%87%D8%B4%D8%AA%DB%8C-%DB%8C%D8%A7-%D9%81%D8%B1%D8%B2%D9%86%D8%AF-%D8%B5%D8%A7%D9%84%D8%AD-%D8%A7%D8%AB%D8%B1-%D8%B3%DB%8C%D9%85%D8%A7-%D9%85%DB%8C%D8%AE%D8%A8%D8%B1/
42,کتاب پدر پولدار پدر بی پول اثر رابرت کیوساکی انتشارات آثارقلم,43200,"<img src='https://dkstatics-public.digikala.com/digikala-products/f869a41d9b9f69987b6894d29f3bc75766e89806_1674035024.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-10466613/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%BE%D8%AF%D8%B1-%D9%BE%D9%88%D9%84%D8%AF%D8%A7%D8%B1-%D9%BE%D8%AF%D8%B1-%D8%A8%DB%8C-%D9%BE%D9%88%D9%84-%D8%A7%D8%AB%D8%B1-%D8%B1%D8%A7%D8%A8%D8%B1%D8%AA-%DA%A9%DB%8C%D9%88%D8%B3%D8%A7%DA%A9%DB%8C-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A2%D8%AB%D8%A7%D8%B1%D9%82%D9%84%D9%85/
43,کتاب هنر ظریف رهایی از دغدغه ها اثر مارک منسن,71300,"<img src='https://dkstatics-public.digikala.com/digikala-products/5873de8f19ba7dc13a7a93e1d9e754b04ae2d7b7_1658558582.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-1805504/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%87%D9%86%D8%B1-%D8%B8%D8%B1%DB%8C%D9%81-%D8%B1%D9%87%D8%A7%DB%8C%DB%8C-%D8%A7%D8%B2-%D8%AF%D8%BA%D8%AF%D8%BA%D9%87-%D9%87%D8%A7-%D8%A7%D8%AB%D8%B1-%D9%85%D8%A7%D8%B1%DA%A9-%D9%85%D9%86%D8%B3%D9%86/
44,کتاب خودت را به فنا نده اثر گری جان بیشاپ انتشارات نبض دانش,39500,"<img src='https://dkstatics-public.digikala.com/digikala-products/112526205.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-1872007/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%AE%D9%88%D8%AF%D8%AA-%D8%B1%D8%A7-%D8%A8%D9%87-%D9%81%D9%86%D8%A7-%D9%86%D8%AF%D9%87-%D8%A7%D8%AB%D8%B1-%DA%AF%D8%B1%DB%8C-%D8%AC%D8%A7%D9%86-%D8%A8%DB%8C%D8%B4%D8%A7%D9%BE-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D9%86%D8%A8%D8%B6-%D8%AF%D8%A7%D9%86%D8%B4/
45,کتاب هنر ظریف بی خیالی اثر مارک منسون نشر بوکتاب,42620,"<img src='https://dkstatics-public-2.digikala.com/digikala-products/110573993.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-1508231/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%87%D9%86%D8%B1-%D8%B8%D8%B1%DB%8C%D9%81-%D8%A8%DB%8C-%D8%AE%DB%8C%D8%A7%D9%84%DB%8C-%D8%A7%D8%AB%D8%B1-%D9%85%D8%A7%D8%B1%DA%A9-%D9%85%D9%86%D8%B3%D9%88%D9%86-%D9%86%D8%B4%D8%B1-%D8%A8%D9%88%DA%A9%D8%AA%D8%A7%D8%A8/
46,کتاب ایکیگای راز ژاپنی ها در عمر طولانی و زندگی شاد اثر هکتور گارسیا و فرانچسک میرالس انتشارات آراستگان,49900,"<img src='https://dkstatics-public.digikala.com/digikala-products/9723a6e6365979e5d52f9ed4fc4b25f2dc6d2a85_1646576637.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-8021639/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%A7%DB%8C%DA%A9%DB%8C%DA%AF%D8%A7%DB%8C-%D8%B1%D8%A7%D8%B2-%DA%98%D8%A7%D9%BE%D9%86%DB%8C-%D9%87%D8%A7-%D8%AF%D8%B1-%D8%B9%D9%85%D8%B1-%D8%B7%D9%88%D9%84%D8%A7%D9%86%DB%8C-%D9%88-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C-%D8%B4%D8%A7%D8%AF-%D8%A7%D8%AB%D8%B1-%D9%87%DA%A9%D8%AA%D9%88%D8%B1-%DA%AF%D8%A7%D8%B1%D8%B3%DB%8C%D8%A7-%D9%88-%D9%81%D8%B1%D8%A7%D9%86%DA%86%D8%B3%DA%A9-%D9%85%DB%8C%D8%B1%D8%A7%D9%84%D8%B3-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A2%D8%B1%D8%A7%D8%B3%D8%AA%DA%AF%D8%A7%D9%86/
47,کتاب فال ورق تاروت اثر آرتور ادواردویت,167300,"<img src='https://dkstatics-public.digikala.com/digikala-products/934308.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-230425/%DA%A9%D8%AA%D8%A7%D8%A8-%D9%81%D8%A7%D9%84-%D9%88%D8%B1%D9%82-%D8%AA%D8%A7%D8%B1%D9%88%D8%AA-%D8%A7%D8%AB%D8%B1-%D8%A2%D8%B1%D8%AA%D9%88%D8%B1-%D8%A7%D8%AF%D9%88%D8%A7%D8%B1%D8%AF%D9%88%DB%8C%D8%AA/
48,کتاب زبان بدن اثر آلن پیز نشر اسما الزهرا,90000,"<img src='https://dkstatics-public.digikala.com/digikala-products/44bf6aaae84b259e023f3c52b13e942dc1b316cf_1601222921.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-3464770/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%B2%D8%A8%D8%A7%D9%86-%D8%A8%D8%AF%D9%86-%D8%A7%D8%AB%D8%B1-%D8%A2%D9%84%D9%86-%D9%BE%DB%8C%D8%B2-%D9%86%D8%B4%D8%B1-%D8%A7%D8%B3%D9%85%D8%A7-%D8%A7%D9%84%D8%B2%D9%87%D8%B1%D8%A7/
49,کتاب این است انسان (چگونه آنچه هستیم می شویم) اثر فردریش ویلهلم نیچه نشر آزرمیدخت,48000,"<img src='https://dkstatics-public.digikala.com/digikala-products/40b3b63f4273177784bb934ceb8b35b87f27a64b_1634496521.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/quality,q_80' height='80' />",https://www.digikala.com/product/dkp-6782038/%DA%A9%D8%AA%D8%A7%D8%A8-%D8%A7%DB%8C%D9%86-%D8%A7%D8%B3%D8%AA-%D8%A7%D9%86%D8%B3%D8%A7%D9%86-%DA%86%DA%AF%D9%88%D9%86%D9%87-%D8%A2%D9%86%DA%86%D9%87-%D9%87%D8%B3%D8%AA%DB%8C%D9%85-%D9%85%DB%8C-%D8%B4%D9%88%DB%8C%D9%85-%D8%A7%D8%AB%D8%B1-%D9%81%D8%B1%D8%AF%D8%B1%DB%8C%D8%B4-%D9%88%DB%8C%D9%84%D9%87%D9%84%D9%85-%D9%86%DB%8C%DA%86%D9%87-%D9%86%D8%B4%D8%B1-%D8%A2%D8%B2%D8%B1%D9%85%DB%8C%D8%AF%D8%AE%D8%AA/
